title,bulk_notes,is_gpu
Vaddio AV Bridge - Streaming Video and Audio - Black,"SKU: 999-8210-000, Vendor: Legrand Group",0
Vaddio AV Bridge 2x1 Video and Audio Mixer for Video Conferencing - Black,"SKU: 999-8250-000, Vendor: Legrand Group",0
NV A5000 GRAPHICS CARD,"SKU: 195892022633, Vendor: LENOVO OPTIONS",1
KanexPro HDMI 1080p USB 2.0 Gaming Capture Dongle,"SKU: 813982022607, Vendor: KanexPro",0
StarTech.com SDI to HDMI Converter? 3G SDI to HDMI Adapter with SDI Loop Through Output,"SKU: 818254011693, Vendor: StarTech.com",0
VisionTek AMD Radeon RX 560 Graphic Card - 4 GB GDDR5 - Low-profile,"SKU: 818275728556, Vendor: VisionTek Products, LLC",0
Asus NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320023, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383698, Vendor: MSI",1
PRED BIFROST Radeon RX 7600,"SKU: 195133207263, Vendor: Acer America Corp.",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105301566, Vendor: ASUS Computer International",1
ASRock Intel Arc A380 Graphic Card - 6 GB GDDR6,"SKU: 4710483939365, Vendor: ASRock, Inc",0
Lenovo NVIDIA Quadro RTX T400 Graphic Card - 2 GB,"SKU: 889488600366, Vendor: Lenovo Group Limited",1
SMART BUY NVIDIA T400E 4GB 4MDP,"SKU: 198415326515, Vendor: HP INC. - SB WORKSTATION OPTIONS",0
12G-SDI TO HDMI CONVERTER,"SKU: 672792011757, Vendor: ATEN TECHNOLOGIES",0
TUF NVIDIA GeForce GTX 1660 SUPER Graphic Card - 6 GB GDDR6,"SKU: 974565605560, Vendor: ASUS Computer International",0
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142306451, Vendor: MSI",1
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105663428, Vendor: ASUS Computer International",1
NVIDIA RTX A2000 12GB 4mDP GFX,"SKU: 196337668386, Vendor: HP Business",1
NVIDIA RTX A400 4GB 4MDP GFX,"SKU: 198701689911, Vendor: HP INC. - NSB OPTIONS",1
KanexPro HDMI 1080p USB 2.0 Gaming Capture Dongle,"SKU: 813982022607, Vendor: KanexPro",0
VisionTek ATI Radeon HD 5450 Graphic Card - 2 GB DDR3 SDRAM,"SKU: 993246082582, Vendor: VisionTek Products, LLC",0
Lenovo NVIDIA Quadro RTX 6000 Graphic Card - 24 GB GDDR6,"SKU: 4X60V13556, Vendor: Lenovo Group Limited",1
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142374474, Vendor: MSI",1
Lenovo NVIDIA RTX 4000 SFF Ada Graphic Card - 20 GB GDDR6 - Low-profile,"SKU: 195892107774, Vendor: Lenovo Group Limited",1
GT 1030 4GD4 LP OC,"SKU: 0824142327654, Vendor: MSI - NVIDIA",0
XTRA GO GC515 BLACK,"SKU: 850061690098, Vendor: AVERMEDIA",0
Matrox M-Series M9138 Graphics Card,"SKU: M9138-E1024LAF, Vendor: Matrox",0
Black Box DVI-D EDID Ghost,"SKU: VG-DVI, Vendor: Black Box Corporation",0
Cisco NVIDIA Tesla A40 Graphic Card - 48 GB,"SKU: UCSX-GPU-A40-D, Vendor: Cisco Systems, Inc",1
VisionTek AMD Radeon HD 7750 Graphic Card - 2 GB GDDR5,"SKU: 995475878554, Vendor: VisionTek Products, LLC",0
AMX NMX-DEC-N3232-C SVSI H.264,"SKU: 718878024447, Vendor: HARMAN PRO",0
ASRock Intel Arc A380 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 4710483943102, Vendor: ASRock, Inc",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383698, Vendor: MSI",1
Asus NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553994491, Vendor: ASUS Computer International",1
GF RTX3050 VENTUS 2X6G OC,"SKU: 824142348710, Vendor: MSI",1
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142306451, Vendor: MSI",1
Gigabyte NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6 - Low-profile,"SKU: 0889523039281, Vendor: GIGABYTE Technology, Inc",0
Asus ROG NVIDIA GeForce RTX 3070 Ti Graphic Card - 8 GB GDDR6,"SKU: 195553243087, Vendor: ASUS Computer International",1
StarTech.com Component Video with Audio to HDMI&reg; Converter,"SKU: 0065030824682, Vendor: StarTech.com",0
DUAL-RX7900GRE-O16G,"SKU: 197105548626, Vendor: ASUS Computer International",0
PNY NVIDIA T1000 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 751492645827, Vendor: PNY Technologies",0
"Eaton Tripp Lite Series USB 2.0 to DVI/VGA External Multi-Monitor Video Card, 128 MB SDRAM, 1920 x 1080 (1080p) @ 60 Hz","SKU: 818240270363, Vendor: Eaton Corporation",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 195553321617, Vendor: ASUS Computer International",0
Matrox M-Series M9120 Plus LP Graphics Card,"SKU: M9120-E512LAU1F, Vendor: Matrox",0
StarTech.com USB 3.0 Video Capture Device - HDMI / DVI / VGA / Component HD Video Recorder - 1080p 60fps,"SKU: USB3HDCAP, Vendor: StarTech.com",0
"Plugable HDMI Capture Card USB 3.0 and USB-C, Record, Stream and Go Live with DSLR, 1080P 60FPS, HDMI Passthrough for Monitor","SKU: 819927011828, Vendor: Plugable Technologies",0
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105513181, Vendor: ASUS Computer International",1
GEFORCE RTX 3050 LP BRK OC,"SKU: 0197105515673, Vendor: ASUS - VGA NVIDIA",0
GT 1030 4GD4 LP OC,"SKU: 0824142327654, Vendor: MSI - NVIDIA",0
Lenovo NVIDIA L40 Graphic Card - 48 GB,"SKU: 889488666744, Vendor: Lenovo Group Limited",1
VisionTek UVC HD60 Capture Card 1080P,"SKU: 0784090040886, Vendor: VisionTek Products, LLC",0
Panasonic AV-HS04M1 Video Expansion Card,"SKU: AV-HS04M1, Vendor: Panasonic",0
Lenovo NVIDIA RTX A5500 Graphic Card - 24 GB GDDR6,"SKU: 195892072874, Vendor: Lenovo Group Limited",1
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383698, Vendor: MSI",1
AMX SCL-1 SCL-1,"SKU: 718878009864, Vendor: HARMAN PRO",0
Black Box HDMI EDID Ghost,"SKU: 822088062288, Vendor: Black Box Corporation",0
AMX NMX-DEC-N1222A-C VIDEO OVER,"SKU: 718878026311, Vendor: HARMAN PRO",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105285743, Vendor: ASUS Computer International",0
Gefen EXT-DVI-EDIDN Video Capturing Device,"SKU: EXT-DVI-EDIDN, Vendor: Gefen, Inc",0
Cisco NVIDIA A16 Graphic Card - 64 GB,"SKU: UCSX-GPU-A16-D, Vendor: Cisco Systems, Inc",1
ASRock Intel Arc A380 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 4710483943102, Vendor: ASRock, Inc",0
VanCryst VGA to DVI Converter-TAA Compliant,"SKU: 818239142114, Vendor: ATEN Technology, Inc",0
ASRock Intel Arc A380 Graphic Card - 6 GB GDDR6,"SKU: 4710483939365, Vendor: ASRock, Inc",0
MSI RTX 5070 12G SHADOW 2X OC,"SKU: 824142405772, Vendor: MSI",1
ASRock Intel Arc A310 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 4710483943867, Vendor: ASRock, Inc",0
MSI NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 824142334942, Vendor: MSI",1
NV A5000 GRAPHICS CARD,"SKU: 195892022633, Vendor: LENOVO OPTIONS",1
Asus NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 195553815468, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105513181, Vendor: ASUS Computer International",1
IP DECODER BOX OPTIMAL,"SKU: 4711280521630, Vendor: VISION SYSTEMS - GEOVISION",0
NVIDIA L4 PCIE RETAIL SCB,"SKU: 0751492767147, Vendor: PNY QUADRO",0
Asus ROG NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964869, Vendor: ASUS Computer International",1
Lenovo NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6,"SKU: 195892099109, Vendor: Lenovo Group Limited",1
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383698, Vendor: MSI",1
Asus AMD Radeon RX 7700 XT Graphic Card - 12 GB GDDR6,"SKU: 0197105430334, Vendor: ASUS Computer International",0
Acer Intel Arc A750 Graphic Card - 8 GB GDDR6,"SKU: 195133206532, Vendor: Acer, Inc",0
NVIDIA NVLINK A SERIES 3S SCB,"SKU: 751492642635, Vendor: PNY QUADRO",0
Zotac NVIDIA GeForce GT 710 Graphic Card - 2 GB DDR3 SDRAM - Low-profile,"SKU: 817215552114, Vendor: ZOTAC International",0
AMX NMX-ENC-N3132-C SVSI H.264,"SKU: 718878024430, Vendor: HARMAN PRO",0
PNY NVIDIA A800 Graphic Card - 40 GB HBM2 - Low-profile,"SKU: 0751492779430, Vendor: PNY Technologies",1
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 195553321563, Vendor: ASUS Computer International",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105003989, Vendor: ASUS Computer International",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 824142319932, Vendor: MSI",1
PNY NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6,"SKU: 751492790985, Vendor: PNY Technologies",1
RADEON RX550 4M 4GB GDDR5,"SKU: 810078050056, Vendor: VISIONTEK",0
Kramer FC-113 HDMI-to 3G HD-SDI Format Converter,"SKU: 90-70874090, Vendor: Kramer Electronics LTD",0
10PK P7224 VIDEO ENCODER BLADE,"SKU: 7331021037564, Vendor: Axis Communications",0
MSI RTX 5070 TI 16G INSPIRE 3X OC,"SKU: 824142408469, Vendor: MSI",1
Asus NVIDIA GeForce RTX 3070 Graphic Card - 8 GB GDDR6,"SKU: 195553320023, Vendor: ASUS Computer International",1
Vaddio MatrixPRO AV Bridge for Video Conferencing - Black,"SKU: 999-8230-000, Vendor: Legrand Group",0
Hewlett Packard Enterprise Replacement Parts Business NVIDIA Tesla M60AC Graphic Card,"SKU: P03188-001, Vendor: HPE - Certified Genuine Parts",0
D1110 VIDEO DECODER,"SKU: 7331021075696, Vendor: AXIS COMMUNICATION INC",0
ComNet FVT1031M1 Digital Multimedia Receiver,"SKU: FVT1031M1, Vendor: ACRE",0
Lenovo NVIDIA Quadro RTX 6000 Graphic Card - 24 GB,"SKU: 4X67A13125, Vendor: Lenovo Group Limited",1
"AMX N-Series Windowing Processor, 4x1","SKU: 718878022795, Vendor: Harman International Industries, Inc",0
SmartAVI Component Video and SPDIF Audio to HDMI Converter,"SKU: V2V-C2H-01S, Vendor: Smart Audio Video Innovation",0
DUAL RTX4060 O8G EVO,"SKU: 197105473195, Vendor: ASUS",1
Lenovo NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6,"SKU: 195892099109, Vendor: Lenovo Group Limited",1
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105513181, Vendor: ASUS Computer International",1
AMX NMX-WP-N1512 N1000,"SKU: 718878025734, Vendor: HARMAN PRO",0
TUF NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105134799, Vendor: ASUS Computer International",1
AMD Radeon Pro W7500 Graphic Card - 8 GB GDDR6 - Full-height,"SKU: 727419314862, Vendor: Advanced Micro Devices, Inc",0
Kramer 4K60 4:2:0 HDMI Audio Embedder/De-Embedder,"SKU: 41-90043490, Vendor: Kramer Electronics LTD",0
Matrox Monarch HDX H.264 Encoder,"SKU: MHDX/I, Vendor: Matrox",0
"Eaton Tripp Lite Series USB 2.0 to DVI/VGA External Multi-Monitor Video Card, 128 MB SDRAM, 1920 x 1080 (1080p) @ 60 Hz","SKU: 818240270363, Vendor: Eaton Corporation",0
PNY NVIDIA Quadro RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 751492645209, Vendor: PNY Technologies",1
Aorus NVIDIA GeForce RTX 5090 Graphic Card - 32 GB GDDR7,"SKU: GV-N5090AORUSM ICE-32GD, Vendor: GIGABYTE Technology, Inc",1
KanexPro SDI to HDMI Converter with Signal EQ & Re-Clocking,"SKU: SDI-SDHDXPRO, Vendor: KanexPro",0
Lenovo NVIDIA L40S Graphic Card - 48 GB,"SKU: 889488712168, Vendor: Lenovo Group Limited",1
HP NVIDIA RTX 5000 Ada Graphic Card - 32 GB GDDR6 - Full-height,"SKU: 196548771929, Vendor: HP Inc.",1
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 824142319956, Vendor: MSI",1
Gigabyte AMD Radeon RX 7700 XT Graphic Card - 12 GB GDDR6,"SKU: 0889523039274, Vendor: GIGABYTE Technology, Inc",0
Kramer FC-340 3G HD-SDI Scaler/Embedder/Scan Converter,"SKU: FC-340, Vendor: Kramer Electronics LTD",0
Asus NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553994491, Vendor: ASUS Computer International",1
VanCryst VC812 HDMI to VGA Converter with Scaler-TAA Compliant,"SKU: 818276445902, Vendor: ATEN Technology, Inc",0
NVIDIA RTX A400 4GB 4MDP GFX,"SKU: 198701689911, Vendor: HP INC. - NSB OPTIONS",1
PNY NVIDIA Quadro RTX 5000 Graphic Card - 32 GB GDDR6,"SKU: 751492778280, Vendor: PNY Technologies",1
Gefen HDMI & VGA to 3GSDI Scaler/Converter,"SKU: 888814180831, Vendor: Gefen, Inc",0
AVerMedia DVD EZMaker 7 Signal Converter,"SKU: 912201915123, Vendor: AVerMedia Technologies, Inc",0
Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 810012084024, Vendor: ZOTAC International",1
MSI RTX 5070 12G SHADOW 2X OC,"SKU: 824142405772, Vendor: MSI",1
ASUS TUF GAMING CAPTURE BOX,"SKU: 195553150842, Vendor: ASUS - COMPONENTS",0
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142306475, Vendor: MSI",1
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 195553321617, Vendor: ASUS Computer International",0
Cisco NVIDIA Tesla A100 Graphic Card - 80 GB,"SKU: UCSX-GPUA100-80-D, Vendor: Cisco Systems, Inc",1
PRIME-RTX5070-O12G,"SKU: 197105870406, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142306451, Vendor: MSI",1
HP AMD Radeon RX 6300 Graphic Card - 2 GB GDDR6 - Full-height,"SKU: 197497034288, Vendor: HP Inc.",0
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 0197105228733, Vendor: ASUS Computer International",1
RADEON 5450 SFF 512MB DDR3 3M,"SKU: 784090031358, Vendor: VisionTek Products, LLC",0
MSI AMD Radeon RX 6400 Graphic Card - 4 GB GDDR6,"SKU: 824142283356, Vendor: MSI",0
Black Box DVI-D EDID Ghost,"SKU: 999566078243, Vendor: Black Box Corporation",0
StarTech.com HDMI Audio Extractor - HDMI to 3.5mm Audio Converter - 2.1 Stereo Audio - 1080p,"SKU: HD2A, Vendor: StarTech.com",0
Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6,"SKU: 889523045879, Vendor: GIGABYTE Technology, Inc",1
EIZO IP Decoding Box,"SKU: 690592057720, Vendor: EIZO",0
HP AMD Radeon RX 6300 Graphic Card - 2 GB GDDR6 - Full-height,"SKU: 197497034288, Vendor: HP Inc.",0
Black Box 3G-SDI/HD-SDI to HDMI Converter,"SKU: 822088062400, Vendor: Black Box Corporation",0
NVIDIA RTX A400 RETAIL PACK,"SKU: 751492788067, Vendor: PNY QUADRO",1
Matrox M-Series M9148 Graphics Card,"SKU: M9148-E1024LAF, Vendor: Matrox",0
SIIG 1080p USB 3.0 3G-SDI Capture Device with Loopout - TAA Compliant,"SKU: CE-SD0K11-S1, Vendor: SIIG, Inc",0
PNY NVIDIA RTX 6000 Ada Graphic Card - 48 GB GDDR6,"SKU: 751492767246, Vendor: PNY Technologies",1
GEFORCE RTX 3050 LP BRK OC,"SKU: 0197105515673, Vendor: ASUS - VGA NVIDIA",0
Asus AMD Radeon RX 7600 XT Graphic Card - 16 GB GDDR6,"SKU: 197105459229, Vendor: ASUS Computer International",0
PNY NVIDIA A800 Graphic Card - 40 GB HBM2 - Low-profile,"SKU: 0751492779430, Vendor: PNY Technologies",1
"VisionTek Radeon 6350 SFF 1GB DDR3 3M DMS59 (2x DVI-I, miniDP) w/ 2x DVI-I to VGA Adapter","SKU: 818215448650, Vendor: VisionTek Products, LLC",0
HP NVIDIA RTX A400 Graphic Card - 4 GB GDDR6,"SKU: AV8J3AA, Vendor: HP Inc.",1
NVIDIA RTX A1000 8GB 4MDP GFX,"SKU: 198701689928, Vendor: HP INC. - NSB OPTIONS",1
StarTech.com HDMI&reg; to VGA Video Adapter Converter with Audio - HD to VGA Monitor 1080p,"SKU: 065030839587, Vendor: StarTech.com",0
AMX SCL-1 SCL-1,"SKU: 718878009864, Vendor: HARMAN PRO",0
AMD Radeon Pro WX 7100 Graphic Card - 8 GB GDDR5 - Full-height,"SKU: 818245780621, Vendor: Advanced Micro Devices, Inc",0
Lenovo NVIDIA RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 195892023654, Vendor: Lenovo Group Limited",1
GRAPHIC_BO RTX 4500,"SKU: 0195892099116, Vendor: LENOVO OPTIONS",1
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142311769, Vendor: MSI",1
Black Box 3G-SDI/HD-SDI to HDMI Converter,"SKU: 822088062400, Vendor: Black Box Corporation",0
Black Box HDMI EDID Ghost,"SKU: 822088062288, Vendor: Black Box Corporation",0
Lenovo NVIDIA Quadro RTX T1000 Graphic Card - 8 GB GDDR6,"SKU: 889488600359, Vendor: Lenovo Group Limited",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 824142383698, Vendor: MSI",1
Cisco NVIDIA Tesla H100 Graphic Card - 80 GB - Full-height,"SKU: UCSX-GPU-H100-80=, Vendor: Cisco Systems, Inc",0
DUAL RTX4060 O8G EVO,"SKU: 197105473195, Vendor: ASUS",1
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 16 GB GDDR6,"SKU: 197105602830, Vendor: ASUS Computer International",1
Lenovo NVIDIA RTX A2000 Graphic Card - 12 GB GDDR6,"SKU: 195892052937, Vendor: Lenovo Group Limited",1
Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6,"SKU: 889523045879, Vendor: GIGABYTE Technology, Inc",1
Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6,"SKU: 889523045879, Vendor: GIGABYTE Technology, Inc",1
RADEON RX550 4M 4GB GDDR5,"SKU: 810078050056, Vendor: VISIONTEK",0
Hanwha Techwin 4CH Video Encoder,"SKU: SPE-420, Vendor: Hanwha Group",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000902, Vendor: ASUS Computer International",0
VGA TO RCA OR S VIDEO CONVERTER,"SKU: 065030882590, Vendor: STARTECH.COM",0
Asus NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 197105471849, Vendor: ASUS Computer International",1
Asus NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 197105228757, Vendor: ASUS Computer International",1
DAZZLE DVD RECORDER HD,"SKU: 735163141535, Vendor: Corel Corporation",0
"Eaton Tripp Lite Series USB 2.0 to DVI/VGA External Multi-Monitor Video Card, 128 MB SDRAM, 1920 x 1080 (1080p) @ 60 Hz","SKU: 818240270363, Vendor: Eaton Corporation",0
GRAPHIC_BO RTX 4500,"SKU: 0195892099116, Vendor: LENOVO OPTIONS",1
KanexPro 6-Input Collaboration Switcher & Scaler with 4K HDMI Output,"SKU: HDSC61D-4K, Vendor: KanexPro",0
Lenovo NVIDIA Quadro RTX 5000 Graphic Card - 16 GB GDDR6 - Full-height,"SKU: 4X67A17267, Vendor: Lenovo Group Limited",1
HPE NVIDIA A10 Graphic Card - 24 GB GDDR6,"SKU: 190017605517, Vendor: Hewlett Packard Enterprise",1
PRIME-RTX5070-O12G,"SKU: 197105870406, Vendor: ASUS Computer International",1
DAZZLE DVD RECORDER HD,"SKU: 735163141535, Vendor: Corel Corporation",0
TUF NVIDIA GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7,"SKU: TUF-RTX5070TI-O16G-GAMING, Vendor: ASUS Computer International",1
GeoVision GV-600 Video Capturing Device,"SKU: 55-600D4-160, Vendor: GeoVision, Inc",0
Gigabyte NVIDIA GeForce RTX 5080 Graphic Card - 16 GB GDDR7,"SKU: GV-N5080AERO OC-16GD, Vendor: GIGABYTE Technology, Inc",1
Gigabyte NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 0889523041840, Vendor: GIGABYTE Technology, Inc",0
PNY NVIDIA Quadro RTX 4500 Graphic Card - 24 GB GDDR6,"SKU: 751492779317, Vendor: PNY Technologies",1
Lenovo NVIDIA Quadro RTX 5000 Graphic Card - 16 GB GDDR6 - Full-height,"SKU: 4X67A17267, Vendor: Lenovo Group Limited",1
NVIDIA RTX 4000 ADA GPU MODULE,"SKU: 190017720203, Vendor: HPE BTO SERVER OPTIONS",1
"Black Box MCX S7 4K60 Network AV Decoder - HDCP 2.2, HDMI 2.0, 10-GbE Fiber","SKU: MCX-S7-FO-DEC, Vendor: Black Box Corporation",0
KanexPro HDMI 1080p USB 2.0 Gaming Capture Dongle,"SKU: 813982022607, Vendor: KanexPro",0
ASUS TUF GAMING RADEON RX 9070,"SKU: 197105860803, Vendor: ASUS - VGA NVIDIA",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000889, Vendor: ASUS Computer International",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000902, Vendor: ASUS Computer International",0
ASUS ROG STRIX LC AMD RADEON,"SKU: 195553251815, Vendor: ASUS - AMD",0
Zotac NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6,"SKU: 810012084604, Vendor: ZOTAC International",1
Black Box 3G-SDI/HD-SDI to HDMI Converter,"SKU: 822088062400, Vendor: Black Box Corporation",0
NV A5000 GRAPHICS CARD,"SKU: 195892022633, Vendor: LENOVO OPTIONS",1
MSI NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 824142325629, Vendor: MSI",1
Zotac NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 810012084642, Vendor: ZOTAC International",0
MSI NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 824142347065, Vendor: MSI",1
EIZO IP Decoding Box,"SKU: 690592057720, Vendor: EIZO",0
Lenovo NVIDIA RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 195892023654, Vendor: Lenovo Group Limited",1
RTX 5080 16G SUPRIM LIQ SOC,"SKU: 824142395738, Vendor: MSI",1
Cisco NVIDIA Tesla M6 Graphic Card,"SKU: 882658861734, Vendor: Cisco Systems, Inc",0
VanCryst VC080 HDMI EDID Emulator-TAA Compliant,"SKU: 0672792004193, Vendor: ATEN Technology, Inc",0
Asus AMD Radeon RX 560 Graphic Card - 4 GB GDDR5,"SKU: 195553730877, Vendor: ASUS Computer International",0
MSI NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 824142334942, Vendor: MSI",1
Asus NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 197105515673, Vendor: ASUS Computer International",0
ATEN VC486 12G-SDI to HDMI Converter,"SKU: VC486, Vendor: ATEN Technology, Inc",0
HP AMD Radeon RX 6300 Graphic Card - 2 GB GDDR6 - Full-height,"SKU: 197497034288, Vendor: HP Inc.",0
MSI RTX 5070 TI 16G INSPIRE 3X OC,"SKU: 824142408469, Vendor: MSI",1
MSI RTX 5090 32G GAMING TRIO OC,"SKU: 824142403266, Vendor: MSI",1
PNY NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Low-profile,"SKU: 751492776781, Vendor: PNY Technologies",1
ASUS PRIME RADEON RX 9070 XT,"SKU: 197105860810, Vendor: ASUS - VGA NVIDIA",0
Asus NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 197105515673, Vendor: ASUS Computer International",0
BU111 SDI TO USB3.0 CONVERTER,"SKU: 795522965264, Vendor: AVER INFORMATION",0
RADEON RX 550 2GB GDDR5 4X MDP,"SKU: 0810078050131, Vendor: VISIONTEK",0
COMPONENT VGA TO HDMI ADAPTER,"SKU: 037332189400, Vendor: Eaton Corporation",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6,"SKU: 197105760325, Vendor: ASUS Computer International",1
Black Box VGA/DVI/Video/EGA/CGA to DVI-D Converter,"SKU: 822088055808, Vendor: Black Box Corporation",0
NVIDIA RTX A400 BOARD ONLY,"SKU: 751492790688, Vendor: PNY QUADRO",1
HP NVIDIA Quadro K5200 Graphic Card - 8 GB,"SKU: J1Q22AV, Vendor: HP Inc.",0
Asus AMD Radeon 550 Graphic Card - 2 GB GDDR5,"SKU: 192876785140, Vendor: ASUS Computer International",0
Gigabyte NVIDIA GeForce GT 1030 Graphic Card - 2 GB DDR4 SDRAM - Low-profile,"SKU: 889523013366, Vendor: GIGABYTE Technology, Inc",0
MSI NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 824142325629, Vendor: MSI",1
ASRock Intel Arc A310 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 4710483943867, Vendor: ASRock, Inc",0
Kramer 18G 4K HDMI ProScale Digital Scaler with HDMI and USB-C Inputs,"SKU: 72-042490, Vendor: Kramer Electronics LTD",0
TUF NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553963985, Vendor: ASUS Computer International",1
QUADRO HB SLI 2-WAY 3-SLOT KIT,"SKU: 751492602622, Vendor: PNY QUADRO",0
PNY NVIDIA RTX 4000 Graphic Card - 20 GB GDDR6 - Low-profile,"SKU: 751492776798, Vendor: PNY Technologies",1
Kramer 8-Input ProScale Presentation Switcher/Scaler with Speaker Output,"SKU: VP-770, Vendor: Kramer Electronics LTD",0
Gigabyte AMD Radeon RX 7700 XT Graphic Card - 12 GB GDDR6,"SKU: 0889523039274, Vendor: GIGABYTE Technology, Inc",0
"Black Box Radian Flex Video Wall Processor Capture Card - 4K 60Hz HDMI 2.0, 4-Channel","SKU: VCC-HDMI2-2, Vendor: Black Box Corporation",0
